"","x"
"1",-3.84927799935471
"2",6.88704243374994
"3",1.65972731060322
"4",5.80678990621105
"5",-0.489253583765042
"6",-3.13402328867344
"7",-6.74339390456994
"8",2.14878574596346
"9",-1.01681152811848
"10",-0.0301087804412545
"11",-0.468575823417257
"12",-2.44163911599779
"13",-1.58075590693058
"14",-0.132611678758242
"15",-3.95181658216632
"16",-0.937820104388547
"17",2.7156189838519
"18",3.18657524144573
"19",-0.518259098798601
"20",5.09906564815549
"21",0.678889951582517
"22",2.03416039723498
"23",1.82859002768279
"24",0.698861900864163
"25",-5.11443434086927
"26",0.407935519874332
"27",0.588619162860151
"28",-0.585405078326653
"29",0.592849274101836
"30",0.877028093463464
"31",2.3373233969765
"32",-0.39087605966625
"33",0.103621834618584
"34",0.286768987625166
"35",-2.530030804233
"36",0.13244327972045
"37",3.02727714189413
"38",-0.747071346023943
"39",1.47576094689453
"40",1.6516376473632
"41",-0.757344228146559
"42",-0.224812695442321
"43",1.57211890770287
"44",3.14047187022781
"45",-0.825205880522371
"46",-1.78233218564009
"47",0.0901184307415579
"48",2.50395785772502
"49",-1.382457282915
"50",5.2439306188754
"51",-2.96007403816805
"52",-0.968578469326543
"53",-0.759883583308774
"54",0.764413570687412
"55",0.084278361760918
"56",2.21895759616933
"57",0.194247887433633
"58",2.6604356386457
"59",2.63501036596156
"60",-0.17423360230804
"61",0.517659912242479
"62",3.7377087595147
"63",0.0296738557402545
"64",0.884345807053916
"65",-2.01332097753015
"66",-0.63037374865033
"67",-0.396527626092738
"68",-0.198832691371448
"69",2.73714250648745
"70",-2.98568952424849
"71",-1.36200731693726
"72",1.44382344727073
"73",4.309178161552
"74",-2.09066495759783
"75",0.485630186084935
"76",-1.1552070064006
"77",0.924805312420515
"78",2.29580188970574
"79",1.87452785030092
"80",1.33213402496739
"81",4.13352374434559
"82",0.85054169413226
"83",3.08331796152666
"84",-1.61176524902862
"85",1.51083663551037
"86",0.0423023436069276
"87",-1.42445604727542
"88",3.17250245376995
"89",0.446649812118431
"90",3.11133713540725
"91",3.996459253759
"92",0.0211878402605037
"93",2.37074970631373
"94",-2.60145679154546
"95",2.67401098890832
"96",-1.16432012971452
"97",1.85016885062463
"98",-1.21652929261183
"99",4.28169596763159
"100",-2.6345059328031
"101",0.175919401932291
"102",-1.48177095114228
"103",1.3894523373503
"104",1.62328114391494
"105",-2.64035367503031
"106",2.22929640326853
"107",0.113129683218178
"108",-3.79120450639724
"109",-0.953180885680904
"110",0.413047472267659
"111",5.63801453611275
"112",2.2531725105628
"113",2.26758378639811
"114",1.07506915760111
"115",5.65613752784662
"116",1.11558411307894
"117",3.89192170658601
"118",-1.68792817217796
"119",-1.04090538063213
"120",3.12979675772806
"121",2.28846017319623
"122",1.42481472193527
"123",-0.338459169196419
"124",-2.50342901320388
"125",1.67159655886776
"126",1.10351254689185
"127",-0.342213828247168
"128",-1.57075666109097
"129",-0.42734384288076
"130",0.390927472377389
"131",0.836283999148125
"132",1.8418358667181
"133",7.584677203863
"134",2.15626196312308
"135",-1.36568377235807
"136",0.847565915433706
"137",1.45330256945166
"138",1.11141262060152
"139",3.74418185765181
"140",6.23540318715363
"141",0.355678939275225
"142",2.39120255270636
"143",2.34785773223361
"144",0.647558017132124
"145",0.994738704542977
"146",-0.254915009904809
"147",0.712148555216579
"148",2.63404911137765
"149",7.99223449498912
"150",0.896089829806316
"151",3.36576408023526
"152",2.91623149076438
"153",5.75570374768304
"154",-2.66848856698593
"155",2.23483792960447
"156",-0.269179356375846
"157",6.89918793861438
"158",2.22235479888988
"159",1.43221600751106
"160",-0.133968770611245
"161",1.61655973121186
"162",-2.77322380839282
"163",-2.20380661771673
"164",-0.0297973765551096
"165",0.434809810392303
"166",1.23851161611061
"167",-1.81191664364098
"168",-0.468054966469256
"169",-4.82792651120794
"170",0.915092189662635
"171",2.76057152469836
"172",2.83123346195466
"173",0.658260506561153
"174",3.28234965162938
"175",-0.305967249486322
"176",-0.640601057323529
"177",1.41359103991669
"178",-0.420908694006723
"179",-0.97256617368732
"180",-0.895246988296083
"181",-0.691865622894547
"182",1.07140309970109
"183",0.947803938447356
"184",1.86023360709574
"185",3.81517385063623
"186",1.26466461608551
"187",0.172327219277959
"188",-2.94173385967193
"189",-3.26361951440718
"190",-0.400827812656572
"191",2.33562197283743
"192",2.07611414055065
"193",3.37094067322653
"194",-0.589194026076823
"195",0.894168394349622
"196",0.753875240187878
"197",-2.00507324475968
"198",2.61596372394454
"199",-1.2076283204572
"200",-1.38612324061058
"201",-0.842894691786113
"202",-0.475768791342696
"203",0.783185503797608
"204",-0.729564877642375
"205",3.44377203044261
"206",0.932850823728905
"207",-1.33474510765175
"208",0.440673133114073
"209",0.492616159377144
"210",3.83648952821521
"211",3.69194105627626
"212",-1.57866611004877
"213",2.60589645461232
"214",1.77793497649307
"215",-0.0829819075740219
"216",0.518818817268216
"217",6.25577418347209
"218",3.17990406631741
"219",1.55788638979283
"220",-0.775236073604296
"221",3.81797292138757
"222",3.60187053716488
"223",-0.0974927519610644
"224",2.5180291763824
"225",0.683959165987303
"226",0.0241904123572962
"227",-3.75631180117641
"228",1.41944681008754
"229",-0.551396138873536
"230",-0.0672640193141207
"231",0.670959570492233
"232",-1.04459453975621
"233",-0.295969659245662
"234",0.465747505605102
"235",0.654152396338056
"236",-2.96138840614603
"237",-2.01194596713992
"238",0.15050129124353
"239",0.471897335614919
"240",0.832010362787897
"241",-1.21759578709009
"242",1.83051522776176
"243",0.372282692629874
"244",1.9192739239647
"245",-2.91472862594701
"246",5.10957988214526
"247",-3.98323652308929
"248",1.67532077999405
"249",-1.14239998721928
"250",3.0787559844909
"251",3.12067109430953
"252",-0.942211907590273
"253",0.423127272403633
"254",1.16986873304361
"255",1.041915318458
"256",1.56780572354106
"257",1.15276629700843
"258",-1.44996238644613
"259",1.07126954435886
"260",-2.76575864749958
"261",-2.1339747749319
"262",0.467038187920253
"263",5.32541807357114
"264",3.49991386264911
"265",-4.60081772541146
"266",2.54749197269279
"267",3.70061539038242
"268",8.30880916239972
"269",0.466326473194683
"270",-1.76984802807379
"271",-1.74481809789631
"272",2.79850197881274
"273",2.52332423421907
"274",6.79118107246692
"275",3.7340897321584
"276",-1.03896326592811
"277",0.458178796706716
"278",2.92735740598403
"279",-1.87806328447681
"280",-1.08237049200667
"281",-0.515150979395048
"282",5.31136695225835
"283",0.961763785088214
"284",2.21288088564208
"285",4.76684841435555
"286",0.241262638752669
"287",4.54739792701111
"288",-2.22833529399998
"289",-2.01874996832991
"290",1.19258864481285
"291",-2.42456094387832
"292",1.29410733938589
"293",2.60635925641019
"294",0.81692333783712
"295",-3.27027783196765
"296",-0.278476713187597
"297",-0.233908305585371
"298",-1.79449774528771
"299",-0.167640246845287
"300",-2.78102654892586
"301",1.78926662801564
"302",0.719782270355263
"303",-1.98689143976203
"304",1.71341603715443
"305",-3.60844738568495
"306",1.89659917361303
"307",1.76942502469364
"308",1.28849078574741
"309",-1.05414735107515
"310",0.0274247002063643
"311",1.34968710372085
"312",-3.82070654283679
"313",-2.25422818097107
"314",-0.548417630355467
"315",-1.55146430636787
"316",0.666661933375514
"317",5.48811903974142
"318",-0.161132628498014
"319",4.19976191549563
"320",6.18917836368442
"321",-1.75679805720067
"322",-1.92799578674211
"323",-0.803970022032967
"324",2.98090225596914
"325",6.00356208261954
"326",2.5306603604376
"327",1.34145983044132
"328",-0.238315871782765
"329",0.990766403117354
"330",-1.18977620580747
"331",0.62106928801579
"332",-0.224141836621352
"333",3.98557729150035
"334",-2.31915669461292
"335",3.03102387147762
"336",1.99177184146966
"337",3.87995575000209
"338",1.37219614955007
"339",1.98368711809788
"340",-0.808165604034631
"341",-0.310926735400425
"342",-1.32688509766451
"343",0.225244931680745
"344",4.60322640295044
"345",1.16653875010828
"346",4.10465131622505
"347",1.44299581000265
"348",0.36272681176745
"349",0.336528638890125
"350",3.6150391877222
"351",-1.98313151261864
"352",-4.63945646801715
"353",0.97048618070757
"354",3.10132040433779
"355",0.757973458562548
"356",1.37483664385851
"357",-0.448495370474038
"358",1.12061673820639
"359",0.38585420754512
"360",0.626075091292452
"361",1.49352624880277
"362",-0.975097305266947
"363",2.77662559279875
"364",-0.508952447890441
"365",-1.28433802580515
"366",-0.323985116267923
"367",0.995396332151386
"368",1.82781764694756
"369",0.282387775403958
"370",3.89782838097491
"371",1.47348242761338
"372",-4.28362613532249
"373",1.22664026986843
"374",1.55748744862572
"375",0.59224033559345
"376",1.24730204465948
"377",-1.42619497646545
"378",-1.85043991760304
"379",1.7393223436371
"380",2.41574308627687
"381",-1.02303370786671
"382",0.770156494711413
"383",0.818380203974678
"384",-5.40525373966237
"385",2.74544953173773
"386",2.1245625795122
"387",-0.0521971364175853
"388",-1.77845279790463
"389",2.12271935811901
"390",4.32373751215571
"391",-0.986867075070781
"392",2.64568563840703
"393",1.62861797692296
"394",2.33612276301219
"395",0.875110378401402
"396",5.0922138313491
"397",1.80474812811979
"398",-3.83537762832882
"399",2.57044804052577
"400",1.19398037109821
"401",0.633975386695914
"402",2.72652448907022
"403",0.177339798968786
"404",-2.45121945970536
"405",-1.28793458141997
"406",0.230361010984777
"407",0.051517477681275
"408",2.95489885383649
"409",1.64106005293195
"410",3.94200297131713
"411",-0.379090026815313
"412",2.31605313582084
"413",-5.00882500680285
"414",-1.41793108683085
"415",-1.25434348709104
"416",0.279029881020342
"417",1.71129549887591
"418",4.83859961214668
"419",-1.70018842050058
"420",6.04067983116293
"421",-0.439825404919344
"422",0.390932732686763
"423",2.43515205000932
"424",-0.26855758587988
"425",2.01605614062715
"426",-2.70272451196333
"427",0.586462336990061
"428",3.98100934220133
"429",0.695265850540565
"430",0.573045780299947
"431",1.51787828359013
"432",-2.9868027451203
"433",-0.0692256515946958
"434",-1.19577658000754
"435",3.26638774303935
"436",-0.734595261680325
"437",4.95616045030083
"438",-3.31695244716028
"439",3.3252349696231
"440",1.60632977516029
"441",-0.692012821532531
"442",-2.49439176670473
"443",0.177370943563425
"444",-1.61261125532612
"445",3.52618994494848
"446",2.58271627438196
"447",4.80158087483216
"448",-0.207755283087798
"449",-2.39092845220612
"450",3.37866733795086
"451",-0.882826592911664
"452",1.92172296404468
"453",0.0451926862398371
"454",-0.221904465308169
"455",2.51760145425285
"456",2.98236184792104
"457",-1.86213446130508
"458",2.28602621408079
"459",3.04300918522793
"460",3.66478078764614
"461",0.696082887191988
"462",2.9386317722969
"463",0.875934089104846
"464",2.34111457768946
"465",-1.60353555158545
"466",-0.572108018204855
"467",-4.77611840912077
"468",3.46359456300124
"469",-2.23919507903937
"470",-2.38506758507831
"471",-0.227330245889939
"472",0.657344402005685
"473",2.49465472565555
"474",-2.4286967210892
"475",1.48726007929695
"476",-0.177193685931806
"477",1.3485605680015
"478",0.162852197005501
"479",2.36122613673427
"480",-0.195821631916095
"481",-0.00496193715470605
"482",2.56587714326996
"483",2.53683692990949
"484",-0.222888698049631
"485",1.97407996348138
"486",-0.827110091598255
"487",2.20449928088297
"488",0.277658469933654
"489",0.0408250608662377
"490",3.63310407861291
"491",-0.229126698091813
"492",1.7662540469178
"493",1.1792266955138
"494",5.64542527565852
"495",0.181140142779677
"496",0.814150336644528
"497",1.97942089545781
"498",5.97729444406068
"499",-1.47257774784584
"500",5.42876557889971
"501",2.06632517152008
"502",-0.55872398009701
"503",3.29874367329328
"504",3.03624533695461
"505",0.244386145523964
"506",2.57988277136321
"507",-1.48161483568427
"508",0.934017752926802
"509",2.20286713049678
"510",4.0397235197226
"511",3.93411588570907
"512",0.0197213983711864
"513",1.36677317837437
"514",-0.20256885517562
"515",2.99312132418892
"516",-0.502144848521908
"517",2.06158333167996
"518",-0.638951008537199
"519",5.03183488691962
"520",-2.5374013875196
"521",3.58128404928356
"522",1.39866309137227
"523",-1.59752631845391
"524",-2.41508736971191
"525",0.79011574188456
"526",-0.217178712898189
"527",0.0429248836727729
"528",-0.67363305564456
"529",-0.407312485244803
"530",3.45650990161835
"531",2.16735731528819
"532",0.651402201003818
"533",-1.30944843246707
"534",1.03345273180838
"535",0.0973646528659771
"536",0.205985170986474
"537",1.73572019294114
"538",-0.267528816369247
"539",5.44415944936001
"540",-1.99631907548119
"541",2.28040450688695
"542",-2.12186937267507
"543",-0.288649125445255
"544",0.00156817495608985
"545",1.72960005285399
"546",3.42009875286544
"547",-3.52563904355889
"548",-0.946429304627792
"549",4.21067543463
"550",-1.1198093399179
"551",2.21881362054197
"552",0.892195381367853
"553",0.785498451516065
"554",2.66121373548439
"555",-4.42385178750122
"556",-1.15220340976215
"557",-0.0493803357282983
"558",1.89923631146056
"559",0.393894661326168
"560",2.24995662650245
"561",0.439913434874895
"562",1.50477355908684
"563",0.902464500392965
"564",-4.92766709017982
"565",0.543780584603854
"566",0.920567866464609
"567",-1.53661421442781
"568",-1.74842732883821
"569",1.50494339951186
"570",-0.867868960264901
"571",2.55825613237701
"572",-1.0903593025864
"573",-1.78012534816875
"574",1.29071551027658
"575",2.19756528745474
"576",-1.4659772433284
"577",1.98785909044039
"578",5.06434632530817
"579",-2.44431112441589
"580",-2.72890586665873
"581",-0.223075280948929
"582",2.20069903653734
"583",0.469420409051845
"584",1.46988259075028
"585",1.03727230116878
"586",0.689199917448433
"587",1.08780704903774
"588",3.25416797287666
"589",2.16507542987361
"590",-1.23032078914055
"591",2.02018095831226
"592",0.66520906751719
"593",0.996802576939673
"594",2.06565028983646
"595",1.09402591968714
"596",6.33298877738475
"597",1.62887262803371
"598",3.51044343493201
"599",3.73166656511954
"600",2.64963952293943
"601",-0.406306721497969
"602",-0.424275253479842
"603",-1.95352222782748
"604",1.69126840651315
"605",1.92415168352152
"606",-4.02695175692529
"607",2.30017774811169
"608",0.612885422590769
"609",2.47579501455687
"610",1.94610216336476
"611",-1.83998029074756
"612",-1.75961067920943
"613",0.920883133049119
"614",1.05772880285707
"615",4.92130841560733
"616",1.12942521920877
"617",1.35455891647537
"618",1.36480376393532
"619",-1.47571151818538
"620",-1.33960188272088
"621",-1.6660904394164
"622",0.481070737862758
"623",-1.34404533903007
"624",0.613657801149983
"625",-0.765846381089452
"626",2.18091133512831
"627",-1.13196719980469
"628",0.143940409161849
"629",1.50841572924094
"630",0.554308542377847
"631",0.853795704665
"632",0.956528498425156
"633",0.43802450888708
"634",-0.141545590655524
"635",0.95126770447999
"636",4.03071418891132
"637",2.91915012474649
"638",-0.643145240794573
"639",3.57381482630255
"640",-0.236227287334897
"641",0.308249868744968
"642",-3.09919932977381
"643",4.33931610638327
"644",0.139608696981707
"645",0.518673616487829
"646",4.64084093657929
"647",-1.70894300595193
"648",1.25243389953477
"649",-0.40660179960384
"650",-1.23294932339695
"651",2.99430164967289
"652",-0.235304367620348
"653",2.88478439430746
"654",3.59599661944284
"655",0.921405359568118
"656",3.62080754030639
"657",2.69592943596315
"658",-1.77104487780481
"659",0.0267786908922965
